([0.98, 0.84, 0.66, 0.92, 0.7000000000000001, 0.42, 0.9400000000000001, 0.1, 0.8, 0.98], 13.689796415964762, 0.11946666666666667)
([0.04, 0.64, 0.28, 0.9, 0.96, 0.96, 0.28, 0.76, 0.74, 1.0], 11.088580419277323, 0.14282758620689656)
([0.46, 0.78, 0.54, 0.86, 0.2, 0.9400000000000001, 0.6, 0.02, 0.54, 0.34], 11.137397609908005, 0.07348275862068965)
([0.12, 0.74, 0.42, 0.86, 0.68, 0.4, 0.2, 0.44, 0.22, 0.64], 11.087290854289614, 0.14882758620689654)
([0.18, 0.12, 0.66, 0.28, 0.2, 0.8200000000000001, 0.54, 0.42, 0.9, 0.9], 11.013641168331278, 0.062344827586206894)
([0.24, 0.16, 0.78, 0.84, 0.9, 0.96, 0.68, 0.26, 0.12, 0.14], 10.990611133904293, 0.10051724137931034)
([0.6, 0.5, 0.06, 0.8200000000000001, 0.4, 0.36, 0.58, 0.48, 0.56, 0.02], 11.159021311792834, 0.15934482758620688)
([0.84, 0.52, 0.04, 0.3, 0.38, 0.68, 0.62, 0.68, 0.16, 0.7000000000000001], 10.977481307654545, 0.13786206896551725)
([0.92, 0.62, 0.14, 0.52, 0.8, 0.02, 0.6, 0.8, 0.46, 0.14], 10.938921681765851, 0.1798620689655172)
([0.66, 0.74, 0.08, 1.0, 0.22, 0.36, 0.52, 0.66, 0.84, 1.0], 10.82236622941905, 0.1626896551724138)
([0.8200000000000001, 0.88, 0.66, 0.64, 0.12, 0.16, 0.22, 0.38, 0.8200000000000001, 0.58], 10.960776723664383, 0.11124137931034482)
([0.18, 0.62, 0.18, 0.9400000000000001, 0.7000000000000001, 0.52, 0.54, 0.88, 0.68, 0.58], 10.970272557488803, 0.16882758620689658)
([0.74, 0.6, 0.68, 0.52, 0.14, 0.52, 0.92, 0.84, 1.0, 0.3], 11.109629795469086, 0.12358620689655173)
([0.96, 0.34, 0.46, 0.96, 0.92, 0.8200000000000001, 0.62, 0.64, 1.0, 0.6], 11.186221459816242, 0.14420689655172414)
([0.9400000000000001, 0.76, 0.74, 0.6, 0.92, 0.08, 0.64, 1.0, 0.9400000000000001, 0.32], 11.439883963815097, 0.16117241379310346)
([0.3, 0.62, 0.86, 0.14, 0.64, 0.76, 0.48, 0.8, 0.72, 0.52], 11.198279298585037, 0.09424137931034482)
([0.96, 0.36, 0.48, 0.92, 0.9, 0.24, 0.64, 0.84, 0.74, 0.9], 11.149403892714401, 0.16758620689655174)
([0.1, 0.16, 1.0, 0.7000000000000001, 0.78, 0.24, 0.18, 0.62, 0.7000000000000001, 0.36], 11.275624176551556, 0.12575862068965515)
([0.26, 0.52, 0.38, 0.04, 0.68, 0.54, 0.62, 0.44, 0.04, 0.92], 11.080236788453727, 0.13606896551724137)
([0.76, 0.64, 0.54, 0.4, 0.64, 0.04, 0.78, 1.0, 0.88, 0.28], 11.043659136213105, 0.17113793103448277)
([0.14, 0.72, 0.3, 0.7000000000000001, 1.0, 0.5, 0.52, 0.92, 0.96, 0.76], 11.084112035817114, 0.17244827586206898)
([0.34, 0.56, 0.86, 0.14, 0.28, 0.78, 0.44, 0.18, 0.54, 0.36], 11.104571745313446, 0.037137931034482756)
([0.68, 0.02, 0.64, 0.22, 0.66, 0.1, 0.8200000000000001, 0.56, 0.46, 0.12], 11.040221929550171, 0.13896551724137932)
([0.76, 0.7000000000000001, 0.28, 0.74, 0.88, 0.36, 0.42, 0.36, 0.84, 0.88], 11.25316125771095, 0.16644827586206892)
([0.14, 0.72, 0.52, 0.12, 0.12, 0.06, 0.12, 0.98, 0.52, 0.28], 11.295091694798963, 0.11137931034482759)
([0.16, 0.14, 0.8, 0.62, 0.68, 0.14, 0.32, 0.9, 0.56, 0.44], 11.338583074767014, 0.13813793103448277)
([0.08, 0.66, 0.16, 0.62, 1.0, 0.04, 0.7000000000000001, 0.9400000000000001, 0.02, 0.64], 11.269601698579459, 0.17889655172413793)
([0.98, 0.38, 0.34, 0.84, 1.0, 0.34, 0.58, 0.04, 0.24, 0.32], 11.509211490894186, 0.1446206896551724)
([0.52, 0.98, 0.16, 0.04, 0.5, 0.52, 0.22, 0.6, 0.1, 0.14], 11.301023771022928, 0.10351724137931036)
([0.32, 0.5, 0.3, 0.46, 0.4, 0.74, 0.92, 0.64, 0.32, 0.08], 10.976505772820834, 0.1306551724137931)
([0.16, 0.64, 0.88, 0.86, 0.6, 0.1, 0.38, 0.84, 0.5, 0.64], 11.071737478519308, 0.14872413793103448)
([0.3, 0.58, 0.62, 0.26, 0.42, 0.16, 0.24, 0.18, 0.22, 0.12], 11.16361562959079, 0.11003448275862067)
([0.54, 0.18, 0.18, 0.2, 0.48, 0.8200000000000001, 0.52, 0.6, 0.26, 0.4], 11.005539417266846, 0.1163103448275862)
([0.02, 0.5, 0.06, 0.28, 0.06, 0.5, 0.5, 0.28, 0.56, 0.46], 11.06977474278417, 0.11472413793103448)
([0.24, 0.44, 0.12, 0.48, 0.72, 0.2, 0.9400000000000001, 0.98, 0.88, 0.44], 11.278734092054696, 0.18434482758620688)
([0.64, 0.46, 0.02, 0.8, 0.66, 0.62, 0.4, 0.9, 0.66, 0.5], 11.062514074917498, 0.15817241379310348)
([0.54, 0.06, 0.48, 0.32, 0.1, 0.98, 0.3, 0.66, 0.8, 0.28], 11.193524574411326, 0.053310344827586204)
([0.74, 1.0, 0.52, 0.88, 0.06, 0.74, 0.38, 0.42, 0.02, 0.2], 10.00573991084921, 0.06786206896551725)([0.52, 0.5, 0.28, 0.02, 0.28, 0.04, 0.76, 0.28, 0.02, 0.24], 11.648084517182975, 0.15224137931034482)
([0.92, 0.46, 0.34, 0.36, 1.0, 0.44, 0.8200000000000001, 0.66, 0.84, 0.5], 11.57455561900961, 0.15651724137931036)
([0.14, 0.8200000000000001, 0.44, 0.88, 0.9, 0.48, 0.3, 0.86, 0.64, 0.8], 11.570015019383924, 0.16406896551724137)
([0.14, 0.62, 1.0, 0.16, 0.64, 0.28, 0.44, 0.28, 0.38, 0.08], 11.786538132305804, 0.09148275862068964)
([0.76, 0.38, 0.44, 0.86, 0.48, 0.72, 0.2, 0.44, 0.74, 0.48], 11.166166864592453, 0.11427586206896553)
([0.06, 0.44, 0.3, 0.84, 0.42, 0.16, 0.58, 0.58, 0.44, 0.04], 11.110133162860212, 0.15755172413793103)
([0.8200000000000001, 0.46, 0.3, 0.28, 0.48, 0.8, 0.78, 0.28, 0.54, 0.66], 11.044554200665704, 0.10520689655172415)
([0.8200000000000001, 0.18, 0.32, 0.02, 0.5, 0.7000000000000001, 0.74, 0.78, 0.8, 0.44], 11.805763548818128, 0.12379310344827586)
([0.8, 0.38, 0.58, 0.16, 0.92, 0.2, 0.42, 0.28, 0.56, 0.06], 12.212332240466413, 0.13382758620689655)
([0.3, 0.84, 0.6, 0.8, 0.88, 0.12, 1.0, 0.04, 0.28, 0.54], 11.883862240561124, 0.1460689655172414)
([0.14, 0.4, 0.1, 0.42, 0.58, 0.12, 1.0, 0.62, 0.34, 0.92], 10.854427666499697, 0.18268965517241378)
([0.32, 0.1, 0.14, 0.5, 0.96, 0.88, 0.8200000000000001, 0.78, 0.68, 0.44], 11.168963711837243, 0.14093103448275865)
([0.98, 0.66, 0.92, 0.8200000000000001, 0.38, 0.12, 0.36, 0.34, 0.64, 0.78], 10.91803998782717, 0.11572413793103448)
([0.6, 0.1, 0.8200000000000001, 0.36, 0.24, 0.22, 0.8200000000000001, 0.96, 0.8200000000000001, 0.26], 10.903475991610822, 0.12779310344827588)
([0.9, 0.92, 0.76, 0.42, 0.08, 0.44, 0.2, 0.7000000000000001, 0.64, 1.0], 10.859384544964495, 0.08817241379310346)
([0.02, 0.64, 0.34, 0.9, 0.8200000000000001, 0.68, 0.98, 0.28, 0.52, 0.08], 10.852596874894767, 0.14324137931034486)
([0.42, 0.3, 0.72, 0.14, 0.18, 0.42, 0.56, 0.9400000000000001, 0.06, 0.76], 10.378285720430572, 0.10589655172413794)

# new results!! use 7 out of 10 page_views * 2 when in title

([0.56, 0.72, 0.72, 0.6, 0.1, 0.62, 0.26], 12.297557181325452, 0.3284137931034483, 0.38620689655172413)
([0.96, 0.5, 0.58, 0.22, 0.66, 0.1, 0.98], 11.987579304596473, 0.299448275862069, 0.36896551724137927)
([0.38, 0.38, 0.4, 0.76, 0.34, 0.18, 0.4], 100.47662734163218, 0.2556896551724138, 0.41379310344827597)
([0.52, 0.72, 0.56, 0.48, 0.9, 0.32, 0.46], 0.0, 0.0, 0.8000000000000004)
([0.06, 0.86, 0.96, 0.16, 0.58, 0.92, 0.14], 0.0, 0.0, 0.8000000000000004)
([1.0, 0.2, 0.1, 0.18, 0.7000000000000001, 0.46, 0.8], 11.92202300038831, 0.2656206896551724, 0.4103448275862069)
([0.78, 0.54, 0.32, 0.3, 0.28, 0.36, 0.24], 12.009833105679217, 0.30965517241379314, 0.38275862068965516)
([0.6, 0.8, 0.58, 0.8, 0.7000000000000001, 0.66, 0.66], 11.884771692341772, 0.3086896551724138, 0.37586206896551727)
([0.1, 0.26, 0.1, 0.22, 0.36, 0.38, 0.32], 11.860506888093619, 0.3114827586206897, 0.36551724137931035)
([0.18, 0.42, 0.42, 0.4, 0.78, 0.24, 0.26], 11.749669823153265, 0.29893103448275865, 0.3551724137931035)
([0.7000000000000001, 0.5, 0.64, 0.86, 0.26, 0.92, 0.2], 11.723306639441128, 0.2958965517241379, 0.38620689655172413)
([0.62, 0.8200000000000001, 0.08, 0.62, 0.64, 0.24, 0.54], 11.780253221248758, 0.31275862068965526, 0.36551724137931035)
([0.46, 0.8200000000000001, 0.96, 0.42, 0.56, 0.54, 0.4], 11.802722363636411, 0.31510344827586206, 0.37586206896551727)
([0.86, 0.74, 0.02, 0.4, 0.9, 0.84, 0.36], 11.693205726557764, 0.31600000000000006, 0.36551724137931035)
([0.5, 0.48, 0.4, 0.26, 0.74, 0.78, 0.48], 11.758603704386744, 0.31193103448275866, 0.3758620689655173)
([0.3, 0.2, 0.72, 0.12, 0.32, 0.26, 0.22], 11.775830235974542, 0.3004137931034483, 0.3620689655172414)
([0.62, 0.5, 0.04, 0.2, 0.28, 0.8200000000000001, 0.22], 11.718460650279605, 0.3333793103448276, 0.3965517241379311)
([0.8, 0.68, 0.98, 0.34, 0.96, 0.78, 0.42], 11.648206546388824, 0.3126206896551724, 0.3586206896551724)

# new results!! use 7 out of 10 and update weights when query len == 1

([0.28, 0.64, 0.8200000000000001, 0.14, 0.06, 0.2, 0.8200000000000001], 13.583554983139038, 0.26613333333333333, 0.32)
([0.28, 0.92, 0.14, 0.86, 0.8200000000000001, 0.16, 0.18], 14.271836161613464, 0.30113333333333336, 0.35666666666666663)
([0.8, 0.64, 1.0, 0.96, 0.74, 0.78, 0.58], 14.277997891108194, 0.28513333333333335, 0.3733333333333333)
([0.68, 0.92, 0.92, 1.0, 0.26, 0.9400000000000001, 0.68], 14.235332783063253, 0.3035666666666667, 0.38333333333333336)
([0.96, 0.2, 0.22, 0.92, 0.34, 0.4, 0.78], 11.341833392779032, 0.16943333333333335, 0.29)

# # new results!! use 7 out of 10 page_views * 3 when in title

([0.48, 0.56, 0.2, 0.24, 0.98, 0.5, 0.74], 14.594524335861205, 0.3099333333333333, 0.36666666666666664)
([0.4, 0.9, 0.56, 0.52, 0.9400000000000001, 0.68, 0.2], 14.477129069964091, 0.29853333333333326, 0.3566666666666667)
([0.64, 0.68, 0.32, 0.5, 0.24, 0.92, 0.96], 14.423195838928223, 0.3203000000000001, 0.39666666666666667)
([0.14, 0.06, 0.68, 0.14, 0.22, 0.56, 0.34], 14.344124205907185, 0.26653333333333334, 0.3833333333333334)
([0.56, 0.74, 0.5, 0.26, 0.32, 0.98, 0.2], 14.343179861704508, 0.31953333333333334, 0.37)
([0.48, 0.36, 0.48, 0.64, 0.76, 0.5, 0.68], 13.40530966122945, 0.26613333333333333, 0.3766666666666667)
([0.46, 0.44, 0.9400000000000001, 0.8, 0.24, 0.26, 0.06], 14.248038244247436, 0.2763, 0.36000000000000004)
([0.48, 0.66, 0.78, 0.68, 0.14, 0.96, 0.68], 14.270819028218588, 0.31676666666666675, 0.38999999999999996)
([0.46, 0.84, 0.92, 0.44, 0.32, 0.9, 0.7000000000000001], 14.133256761233012, 0.3230333333333333, 0.3866666666666666)

# # new results!! use 7 out of 10 page_views * 2.5 when in title
([0.72, 0.76, 0.5, 0.32, 0.56, 0.46, 0.12], 13.610832063357035, 0.30773333333333336, 0.35666666666666663)
([0.02, 0.1, 0.78, 0.9400000000000001, 0.32, 0.96, 0.18], 13.606618324915567, 0.2541666666666667, 0.3433333333333334)
([0.02, 0.2, 0.68, 0.2, 0.12, 0.4, 0.44], 13.496630867322287, 0.29636666666666667, 0.3833333333333334)
([0.42, 0.62, 0.14, 0.22, 0.86, 0.16, 1.0], 13.472570419311523, 0.3053666666666667, 0.36666666666666664)
([0.8, 0.4, 0.84, 0.56, 0.76, 0.84, 0.8], 13.40669055779775, 0.28373333333333334, 0.3733333333333333)
([0.42, 0.34, 0.7000000000000001, 0.34, 0.3, 0.34, 0.58], 13.373620223999023, 0.29819999999999997, 0.38)
([0.22, 0.52, 0.96, 0.3, 0.9400000000000001, 0.32, 0.02], 13.228611572583516, 0.2972333333333333, 0.35000000000000003)
([0.22, 0.66, 0.96, 0.26, 0.62, 0.4, 0.08], 13.205671485265096, 0.2916333333333333, 0.3566666666666667)
([0.22, 0.14, 0.62, 0.9400000000000001, 0.58, 0.3, 0.74], 13.212181011835733, 0.2471666666666667, 0.3433333333333334)
([0.22, 0.12, 0.1, 0.8200000000000001, 0.18, 0.38, 0.98], 13.175490601857502, 0.27246666666666663, 0.37)
([0.2, 0.8, 0.18, 0.46, 0.32, 0.9, 0.8], 13.261624622344971, 0.31793333333333335, 0.3933333333333333)
([0.98, 0.16, 0.26, 0.28, 0.88, 0.36, 0.08], 13.20181758403778, 0.26366666666666666, 0.3433333333333334)
([0.06, 0.78, 0.04, 0.46, 0.62, 0.34, 0.96], 13.2211993932724, 0.2977, 0.36000000000000004)
([0.52, 0.58, 0.24, 0.44, 0.56, 0.48, 0.68], 13.191980385780335, 0.3082333333333334, 0.3766666666666667)
([0.38, 1.0, 0.92, 0.8, 0.9, 0.88, 0.7000000000000001], 13.241878827412924, 0.2966666666666667, 0.35666666666666663)
([0.26, 0.44, 0.42, 0.8200000000000001, 0.4, 0.84, 0.64], 13.15210038026174, 0.2846333333333334, 0.37333333333333335)
([0.86, 0.28, 0.5, 0.46, 0.58, 0.42, 0.88], 13.09493441581726, 0.27780000000000005, 0.3766666666666667)
([0.26, 0.7000000000000001, 0.04, 0.4, 0.88, 0.06, 0.44], 13.084676853815715, 0.2946, 0.35000000000000003)
([0.58, 0.58, 0.24, 0.64, 0.16, 0.18, 0.4], 13.104187671343485, 0.3057666666666667, 0.38666666666666666)
([0.58, 0.08, 0.86, 0.86, 0.78, 0.72, 0.1], 13.12798821926117, 0.2363, 0.32666666666666677)
([0.88, 1.0, 0.74, 0.7000000000000001, 0.1, 0.38, 0.9400000000000001], 13.107140501340231, 0.3191333333333334, 0.38)
([0.6, 0.26, 0.54, 0.8200000000000001, 0.68, 0.04, 0.1], 13.098304867744446, 0.2511333333333333, 0.33666666666666667)
([0.7000000000000001, 0.62, 0.34, 0.86, 0.86, 0.36, 0.68], 13.036085478464763, 0.27960000000000007, 0.36000000000000004)
([0.46, 0.44, 0.28, 0.66, 0.34, 0.54, 0.28], 13.074035557111104, 0.2928, 0.3733333333333333)
([0.9, 0.92, 0.78, 0.66, 0.9, 0.84, 0.3], 13.085948085784912, 0.3025666666666667, 0.36333333333333334)
([0.1, 0.2, 0.28, 0.02, 0.42, 0.9400000000000001, 0.02], 13.106867750485739, 0.2627333333333333, 0.3666666666666666)
([0.28, 0.58, 0.24, 0.14, 0.62, 0.32, 0.4], 13.193966897328695, 0.2987666666666666, 0.36333333333333334)
